FID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
-1,1400000US42017104800,104800,42, Pennsylvania,PA,42017, Bucks,42017104800,"Census Tract 1048, Bucks County, Pennsylvania",1.20712744,3028,20,988,82,939,81,141,81,280,97,27358,2878,49,32,333,50,507,61,181,50,70,38.6,209,89.3,16,40.6,42,24.2,51,40,15,15.3,30,19,736,156,6.1,3.4,13.9,4.7,27358,2878,2.9,1.9,11,1.6,16.7,2,6,1.7,7.5,4.1,6.9,2.9,0.6,1.4,4.3,2.4,5.2,4,1.6,1.6,3.2,2,24.3,5.1,0.2624,0.8427,0.4474,0.0836,1.6362,0.3899,0.1744,0.1757,0.0566,0.5323,0.9391,0.0507,0.3675,0.4953,0.8629,0.4328,0.5463,0.7618,0.7201,0.2142,0.9652,3.2077,0.8753,6.6458,0.4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,140,56,4.6,1.8,4322
-1,1400000US42123971100,971100,42, Pennsylvania,PA,42123, Warren,42123971100,"Census Tract 9711, Warren County, Pennsylvania",115.9346699,3022,163,2980,58,1324,69,177,83,57,32,27515,1862,190,62,781,93,496,82,464,70,31,15.8,77,230.5,0,40,42,31.1,593,78,0,14.1,30,17,115,48,6.1,2.8,4,2.1,27515,1862,8,2.5,25.8,2.7,16.4,2.6,16,2.3,2.3,1.2,2.5,7.6,0,1.4,1.4,1,19.9,2.6,0,1.1,2.3,1.3,3.8,1.6,0.2624,0.1138,0.4406,0.3756,1.1924,0.2444,0.9431,0.1623,0.6856,0.0858,1.8769,0.4101,0.1365,0,0.1365,0.0603,0.3691,0.9677,0,0.1458,0.8399,2.3225,0.4938,5.5282,0.215,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,137,50,4.7,1.7,1312
-1,1400000US42029305000,305000,42, Pennsylvania,PA,42029, Chester,42029305000,"Census Tract 3050, Chester County, Pennsylvania",0.47898887,1681,111,704,30,647,41,102,64,41,17,28530,1777,102,40,173,37,441,51,140,32,92,39.7,104,160.6,0,40,26,16.4,44,24,0,14.1,25,17,1,2,6.1,3.8,4.3,1.9,28530,1777,8.9,3.5,10.3,2,26.2,2.5,8.3,2.1,14.2,6.1,6.2,9.5,0,2.6,3.7,2.3,6.3,3.4,0,2.2,3.9,2.6,0.1,0.1,0.2624,0.1381,0.3967,0.4409,1.2382,0.2556,0.1477,0.8461,0.1371,0.8358,1.9667,0.4602,0.3352,0,0.3352,0.1297,0.5183,0.7851,0,0.2746,0.2739,1.852,0.2743,5.3921,0.1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,46,7.2,2.8,869
-1,1400000US42049011505,11505,42, Pennsylvania,PA,42049, Erie,42049011505,"Census Tract 115.05, Erie County, Pennsylvania",8.44285305,2673,165,1161,60,1066,72,159,83,35,28,28749,3275,127,53,629,96,499,65,490,98,43,30.4,131,238.3,7,40.5,62,25.1,8,12,0,14.1,65,32,114,112,6.1,3,2.8,2.2,28749,3275,6.4,2.6,23.5,3,18.7,2.1,18.7,3.3,4,2.8,4.9,8.9,0.3,1.6,5.3,2.1,0.7,1,0,1.3,6.1,2.9,4.3,4.2,0.2624,0.0438,0.3874,0.2718,0.9654,0.1755,0.908,0.2954,0.8302,0.2077,2.2413,0.6371,0.2749,0.3576,0.6325,0.3063,0.5933,0.5479,0,0.4359,0.8535,2.4307,0.5473,6.2698,0.3382,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,84,49,3.2,1.9,1766
-1,1400000US42071010201,10201,42, Pennsylvania,PA,42071, Lancaster,42071010201,"Census Tract 102.01, Lancaster County, Pennsylvania",26.18525733,4802,174,1777,108,1732,109,292,232,184,78,29800,2180,514,142,668,73,1185,144,298,109,56,33.4,102,251.8,17,42.3,13,22.4,64,58,9,18,76,53,1,2,6.1,4.8,6.7,2.8,29800,2180,15.6,4.3,13.9,1.4,24.7,2.9,6.2,2.2,3.2,1.9,2.1,5.2,0.4,0.9,0.7,1.3,3.6,3.2,0.5,1,4.4,2.9,0,0,0.2624,0.3927,0.3457,0.787,1.7879,0.4437,0.3402,0.7764,0.0609,0.1421,1.3197,0.1275,0.1032,0.4248,0.528,0.2432,0.3116,0.727,0.4316,0.3128,0.2096,1.9925,0.333,5.6281,0.2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,167,11.4,3.5,2319
-1,1400000US42091200800,200800,42, Pennsylvania,PA,42091, Montgomery,42091200800,"Census Tract 2008, Montgomery County, Pennsylvania",0.64224979,3299,19,1327,73,1303,74,202,131,154,76,29911,2602,310,125,329,62,617,99,347,91,97,66.2,1230,219.8,261,150,208,82.2,0,10,3,15.6,105,62,19,19,6.1,4,7,3.4,29911,2602,13.1,5.1,10,1.9,18.7,3,10.5,2.7,7.4,5.1,37.3,6.7,8.3,4.8,15.7,6.1,0,1.9,0.2,1.2,8.1,4.5,0.6,0.6,0.2624,0.426,0.342,0.6878,1.7182,0.4221,0.1374,0.2966,0.2736,0.532,1.2397,0.1032,0.8094,0.944,1.7534,0.9179,0.8287,0,0.3579,0.5389,0.5821,2.3075,0.4863,7.0189,0.4747,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,345,141,10.5,4.3,2071
-1,1400000US42013010500,10500,42, Pennsylvania,PA,42013, Blair,42013010500,"Census Tract 105, Blair County, Pennsylvania",29.16424276,3530,300,1522,122,1461,124,214,116,44,45,30450,3090,94,56,670,176,607,114,563,198,95,55,64,413.8,0,40,11,19.7,73,60,0,14.1,51,45,4,10,6.1,3.2,2.4,2.4,30450,3090,3.4,2,19,5,17.2,2.9,15.9,5,6.5,3.7,1.8,11.7,0,1.2,0.7,1.3,4.8,3.9,0,1,3.5,3,0.1,0.3,0.2624,0.0302,0.326,0.1067,0.7253,0.1083,0.7167,0.1959,0.6788,0.4515,2.0429,0.5084,0.0808,0,0.0808,0.0395,0.31,0.7544,0,0.2407,0.3293,1.6343,0.2037,4.4834,0.0942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,105,6.7,2.9,2037
-1,1400000US42003475401,475401,42, Pennsylvania,PA,42003, Allegheny,42003475401,"Census Tract 4754.01, Allegheny County, Pennsylvania",2.28424352,3973,230,1643,42,1568,66,241,146,40,32,32659,3057,176,74,857,83,854,137,530,102,62,44,129,331.7,0,40,176,51.9,0,10,0,14.1,134,55,17,34,6.1,3.6,2.1,1.6,32659,3057,6.1,2.5,21.6,2.4,21.5,3.2,13.4,2.6,4,2.8,3.2,8.3,0,1.1,10.7,3.1,0,1.5,0,0.9,8.5,3.4,0.4,0.9,0.2624,0.0233,0.261,0.2488,0.7955,0.1264,0.8489,0.5519,0.4925,0.2012,2.0945,0.5454,0.1891,0,0.1891,0.0784,0.7469,0,0,0.5578,0.5342,1.8389,0.2671,4.918,0.1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,72,3.6,1.8,3932
-1,1400000US42071011902,11902,42, Pennsylvania,PA,42071, Lancaster,42071011902,"Census Tract 119.02, Lancaster County, Pennsylvania",8.38540918,7409,395,3292,131,3071,172,423,263,160,96,33582,2299,666,200,2514,291,1441,239,1044,198,106,73.8,694,531.8,101,84.6,668,165.1,0,15,0,21.2,395,145,566,204,6.1,3.8,5,3.1,33582,2299,11.8,3.5,33.9,3,19.4,3.1,15.1,2.9,3.5,2.4,9.4,7.2,1.4,1.2,20.3,4.9,0,0.8,0,0.7,12.9,4.6,7.6,2.7,0.2624,0.2034,0.2406,0.6169,1.3233,0.2835,0.991,0.3663,0.6238,0.1608,2.1418,0.5752,0.459,0.7167,1.1757,0.6197,0.8831,0,0,0.6906,0.912,2.4857,0.5771,7.1265,0.4956,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,167,130,2.4,1.9,8326
-1,1400000US42041012701,12701,42, Pennsylvania,PA,42041, Cumberland,42041012701,"Census Tract 127.01, Cumberland County, Pennsylvania",45.81181543,5273,18,2019,146,1942,132,321,237,149,98,33836,3405,465,146,789,68,1041,138,570,150,42,40.2,160,98.7,0,60,0,21.2,175,81,78,79.4,59,72,9,10,6.1,4.5,5.3,3.5,33836,3405,12.2,3.9,15,1.3,19.7,2.6,10.8,2.8,2.2,2.1,3,1.9,0,1.2,0,1.1,8.7,3.9,4,4.1,3,3.6,0.2,0.2,0.2624,0.2357,0.2347,0.6393,1.3721,0.2988,0.4157,0.3871,0.2926,0.078,1.1735,0.0843,0.1754,0,0.1754,0.0737,0,0.8256,0.9285,0.1993,0.3909,2.3442,0.5062,5.0652,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,358,131,6.8,2.5,1802
-1,1400000US42079215501,215501,42, Pennsylvania,PA,42079, Luzerne,42079215501,"Census Tract 2155.01, Luzerne County, Pennsylvania",9.43448422,4503,33,1773,101,1669,69,270,189,217,84,36907,3767,81,46,727,79,1052,91,508,151,123,57.2,371,158.5,47,47.5,7,14.9,13,14,9,18.9,18,20,7,10,6.1,4.3,8.4,3.3,36907,3767,2.5,1.4,16.1,1.8,23.4,2,11.3,3.4,7.4,3.4,8.2,3.5,1.1,1.1,0.4,0.8,0.7,0.8,0.5,1.1,1.1,1.2,0.2,0.2,0.2624,0.5805,0.1727,0.0687,1.0844,0.2159,0.4944,0.6934,0.3274,0.5252,2.0404,0.5062,0.4204,0.6567,1.0771,0.5743,0.259,0.5479,0.4406,0.0675,0.3734,1.6884,0.218,5.8904,0.2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,93,5.5,2.1,3353
-1,1400000US42041012501,12501,42, Pennsylvania,PA,42041, Cumberland,42041012501,"Census Tract 125.01, Cumberland County, Pennsylvania",13.23098619,3769,300,1837,104,1735,110,226,154,132,82,39250,8810,230,81,1168,128,650,174,509,137,86,50,486,393.1,49,55.6,94,48.1,205,77,0,14.1,156,77,63,60,6.1,4.2,7.3,4.3,39250,8810,7.9,2.6,31,3.8,17.2,4.4,13.7,3.8,5,2.9,12.9,10.4,1.4,1.6,5.1,2.6,11.2,4.1,0,0.8,9,4.3,1.7,1.6,0.2624,0.4586,0.1411,0.366,1.2282,0.2538,0.9823,0.1978,0.5121,0.2957,1.9879,0.4757,0.551,0.7077,1.2587,0.6707,0.5852,0.8632,0,0.5812,0.7251,2.7547,0.7099,7.2294,0.5147,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,225,120,6.1,3,6134
-1,1400000US42091203402,203402,42, Pennsylvania,PA,42091, Montgomery,42091203402,"Census Tract 2034.02, Montgomery County, Pennsylvania",2.60286571,6451,275,3090,127,2877,158,391,228,302,129,40155,3996,191,108,625,131,1028,139,262,113,78,57.2,1490,431.9,33,64.1,736,171,0,15,16,29.2,81,76,10,8,6.1,3.5,7.2,3,40155,3996,3.8,2.1,9.7,2,15.9,2,4.1,1.8,2.7,2,23.1,6.6,0.5,1.1,23.8,5.4,0,0.8,0.6,1,2.8,2.6,0.2,0.1,0.2624,0.4475,0.1314,0.1231,0.9644,0.1743,0.1303,0.1446,0.0215,0.1063,0.4027,0.023,0.7108,0.4897,1.2006,0.6334,0.9073,0,0.4493,0.1844,0.3731,1.9142,0.2994,4.4818,0.0939,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,619,232,9.6,3.5,8395
-1,1400000US42043024503,24503,42, Pennsylvania,PA,42043, Dauphin,42043024503,"Census Tract 245.03, Dauphin County, Pennsylvania",11.27586528,6465,20,2574,126,2379,119,391,250,212,121,40244,5163,258,86,825,110,1364,110,863,226,84,51.5,1017,338.6,13,61.8,27,32.6,69,32,0,21.2,76,54,202,152,6.1,3.9,5.9,3.5,40244,5163,5.6,1.8,12.8,1.7,21.1,1.7,13.3,3.5,3.5,2.2,15.7,5.2,0.2,1,1,1.3,2.7,1.2,0,0.9,3.2,2.2,3.1,2.4,0.2624,0.3057,0.1305,0.2177,0.9162,0.1599,0.2659,0.5134,0.4854,0.1676,1.4322,0.1716,0.6082,0.3231,0.9313,0.4739,0.3336,0.6906,0,0.2142,0.8156,2.0541,0.3563,5.3338,0.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,122,3.9,1.9,3200
-1,1400000US42101038400,38400,42, Pennsylvania,PA,42101, Philadelphia,42101038400,"Census Tract 384, Philadelphia County, Pennsylvania",0.98331917,2456,201,974,49,957,64,150,85,132,49,40552,3732,75,34,451,38,462,53,181,52,17,19.2,417,275.9,0,40,166,47.4,0,10,0,14.1,60,28,11,9,6.1,3.3,9.7,3.1,40552,3732,4.1,1.9,18.4,1.7,18.8,1.5,7.4,2.2,1.8,2,17,11.1,0,1.7,17,4.8,0,2.5,0,1.5,6.3,2.8,0.4,0.4,0.2624,0.6866,0.1277,0.1381,1.2147,0.2497,0.6738,0.3069,0.1001,0.0613,1.1421,0.0787,0.6315,0,0.6315,0.306,0.8448,0,0,0.4475,0.5426,1.8349,0.2655,4.8232,0.1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,75,4.8,2.9,2647
-1,1400000US42091206007,206007,42, Pennsylvania,PA,42091, Montgomery,42091206007,"Census Tract 2060.07, Montgomery County, Pennsylvania",4.13973622,6580,332,2237,72,2134,89,392,348,93,61,41335,4075,82,59,700,102,1892,219,232,98,105,74.7,2166,516.8,214,138.2,422,137,193,69,59,70.8,83,57,174,87,6.1,5.3,2.8,1.8,41335,4075,2,1.4,10.6,1.6,28.8,3,3.6,1.5,4.9,3.5,32.9,7.7,3.5,2.2,18.9,6.1,8.6,3.1,2.8,3.3,3.9,2.6,2.6,1.3,0.2624,0.0438,0.1176,0.0501,0.474,0.051,0.1592,0.9164,0.0155,0.2926,1.3837,0.148,0.7889,0.8685,1.6573,0.8713,0.8697,0.8237,0.8591,0.2746,0.7914,3.6185,0.9633,7.1335,0.4978,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,165,99,2.6,1.6,3074
-1,1400000US42017102002,102002,42, Pennsylvania,PA,42017, Bucks,42017102002,"Census Tract 1020.02, Bucks County, Pennsylvania",7.89917201,2717,143,949,41,906,48,166,95,112,47,44588,5365,71,42,403,74,589,64,294,89,45,30.4,183,215.3,17,39.3,10,14.9,11,16,6,13.5,22,22,20,20,6.1,3.6,6.6,2.6,44588,5365,3.8,2.3,14.8,2.7,21.7,2.1,10.8,3.2,5,3.3,6.7,7.9,0.6,1.5,1.1,1.6,1.2,1.7,0.7,1.5,2.4,2.4,0.7,0.7,0.2624,0.3809,0.0939,0.1231,0.8603,0.1464,0.4049,0.5697,0.2926,0.2973,1.5644,0.2313,0.3613,0.5208,0.8822,0.4428,0.3349,0.6082,0.4838,0.1549,0.6182,2.1999,0.4297,5.5068,0.2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,49,4.1,1.7,1354
-1,1400000US42045409701,409701,42, Pennsylvania,PA,42045, Delaware,42045409701,"Census Tract 4097.01, Delaware County, Pennsylvania",6.27849883,7298,370,1999,83,1910,97,356,191,217,63,63595,7628,16,19,773,136,1550,148,223,90,64,41.7,1325,542,23,56.4,125,52.9,0,15,0,21.2,5,7,1443,192,6.1,3.2,6.3,1.7,63595,7628,0.4,0.5,10.6,1.8,21.2,1.7,3.1,1.2,3.4,2.2,18.2,7.4,0.3,0.8,6.3,2.6,0,1.2,0,1.1,0.3,0.4,19.8,2.4,0.2624,0.347,0.0185,0.0106,0.6385,0.087,0.1592,0.5261,0.0137,0.1517,0.8507,0.0463,0.6511,0.3946,1.0457,0.556,0.6247,0,0,0.0267,0.9565,1.6079,0.1968,4.1428,0.0666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,316,158,4.3,2.1,17749
-1,1400000US42101001700,1700,42, Pennsylvania,PA,42101, Philadelphia,42101001700,"Census Tract 17, Philadelphia County, Pennsylvania",0.08553318,2820,239,1487,57,1379,98,171,97,47,39,64476,7171,135,137,246,41,393,116,212,110,36,34,658,338.7,85,137.6,38,32.6,21,27,0,14.1,184,82,5,13,6.1,3.4,2.3,1.8,64476,7171,5.9,5.8,8.7,1.6,13.9,3.9,7.5,3.8,2.6,2.5,23.3,11.8,3.2,5.2,2.6,2.2,1.4,1.8,0,1,13.3,5.6,0.2,0.5,0.2624,0.0283,0.0163,0.2366,0.5436,0.0638,0.0992,0.0911,0.1048,0.1004,0.3955,0.0227,0.7142,0.8604,1.5746,0.8318,0.4562,0.62,0,0.6993,0.3961,2.1716,0.4151,4.6854,0.1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,150,9,5,1527
-1,1400000US42003140400,140400,42, Pennsylvania,PA,42003, Allegheny,42003140400,"Census Tract 1404, Allegheny County, Pennsylvania",0.32239324,2360,119,1007,20,984,28,144,73,36,24,68255,6894,33,22,369,42,514,45,157,67,31,18,345,203.4,16,42.1,0,14.1,0,10,0,14.1,52,31,0,10,6.1,3,2.5,1.7,68255,6894,1.9,1.3,15.6,1.8,21.8,1.6,6.7,2.8,3.2,1.8,14.6,8.6,0.7,1.9,0,1.4,0,2.4,0,1.4,5.3,3.1,0,0.4,0.2624,0.0348,0.0128,0.0479,0.358,0.0304,0.4583,0.5787,0.0737,0.1359,1.2466,0.1045,0.5902,0.5532,1.1433,0.6023,0,0,0,0.3778,0,0.3778,0.0165,3.1257,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,54,3.7,2.2,1601
-1,1400000US42107001100,1100,42, Pennsylvania,PA,42107, Schuylkill,42107001100,"Census Tract 11, Schuylkill County, Pennsylvania",53.88164955,2371,153,1076,55,917,56,144,49,89,29,24109,1622,264,69,453,58,488,52,306,49,47,19.2,31,212.2,9,39.8,2,10.4,72,26,6,7.2,15,7,45,43,6.2,2,7.4,2.3,24109,1622,15.7,3.6,19.1,1.7,20.6,1.7,13.1,2,5.1,2.1,1.3,8.9,0.4,1.8,0.2,1,6.7,2.6,0.7,0.8,1.6,0.8,1.9,1.8,0.2696,0.4729,0.6073,0.7926,2.1425,0.566,0.7233,0.4667,0.467,0.3144,1.9714,0.4633,0.0501,0.4387,0.4888,0.2201,0.2366,0.7932,0.4807,0.0967,0.7416,2.3489,0.5084,6.9515,0.4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,50,9.1,2,1283
-1,1400000US42091209201,209201,42, Pennsylvania,PA,42091, Montgomery,42091209201,"Census Tract 2092.01, Montgomery County, Pennsylvania",1.93790733,1721,123,624,38,609,39,106,84,87,73,26169,2433,154,76,152,42,430,90,234,94,55,39.1,159,187.1,4,39.4,39,33,23,17,19,23.3,0,10,0,10,6.2,5,9,7.2,26169,2433,14,6.7,8.8,2.4,25,4.9,13.7,5.3,9,6.4,9.2,10.9,0.3,2.5,6.3,5.3,3.7,2.8,3.1,3.8,0,4,0,0.6,0.2696,0.6306,0.5069,0.7279,2.135,0.5632,0.1011,0.7926,0.5121,0.6446,2.0504,0.5134,0.4537,0.3455,0.7991,0.3993,0.6244,0.7292,0.8862,0,0,2.2397,0.4484,7.2242,0.5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,41,3.6,2.2,1709
-1,1400000US42097080800,80800,42, Pennsylvania,PA,42097, Northumberland,42097080800,"Census Tract 808, Northumberland County, Pennsylvania",52.81639143,7196,273,3274,163,3088,156,439,221,257,100,26184,1919,537,170,1467,197,1393,152,654,138,177,88.6,112,402.7,2,58.3,52,38.8,186,122,12,19.2,123,75,13,8,6.2,3.1,6.7,2.6,26184,1919,10,3,20.4,2.7,19.4,2,9.1,1.8,5.7,2.9,1.6,5.6,0,0.9,1.6,1.2,5.7,3.7,0.4,0.6,4,2.4,0.2,0.1,0.2696,0.3927,0.5066,0.5084,1.6773,0.4055,0.7994,0.3579,0.1853,0.3794,1.722,0.3162,0.0653,0.2317,0.297,0.1126,0.3831,0.7724,0.389,0.282,0.3999,2.2264,0.4431,5.9226,0.2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,181,7.3,2.5,6837
-1,1400000US42107002900,2900,42, Pennsylvania,PA,42107, Schuylkill,42107002900,"Census Tract 29, Schuylkill County, Pennsylvania",76.34257085,5354,159,2521,126,2189,126,328,121,263,84,26676,1795,311,89,994,118,1024,101,738,189,69,55.7,56,229.9,14,58.1,0,21.2,393,101,0,21.2,35,24,0,15,6.2,2.3,9.6,3,26676,1795,7.9,2.3,18.6,2.2,19.1,1.8,13.8,3.5,3.2,2.5,1,4.3,0.3,1.1,0,0.8,15.6,3.9,0,1,1.6,1.1,0,0.3,0.2696,0.6785,0.4778,0.366,1.7918,0.4449,0.6909,0.3343,0.5205,0.1365,1.6822,0.2945,0.0348,0.3588,0.3937,0.1595,0,0.9288,0,0.0967,0,1.0255,0.0752,4.8932,0.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,454,204,8.5,3.8,3407
-1,1400000US42079216100,216100,42, Pennsylvania,PA,42079, Luzerne,42079216100,"Census Tract 2161, Luzerne County, Pennsylvania",28.98967948,4243,21,1879,128,1757,105,258,127,154,79,26716,2740,478,148,982,121,694,65,617,147,146,70,232,123.8,31,55.7,26,41.2,103,41,0,14.1,83,60,106,84,6.2,3.1,6.9,3.4,26716,2740,14.5,4.3,23.1,2.8,16.4,1.5,14.9,3.6,8.3,4,5.5,2.9,0.8,1.4,1.4,2.2,5.5,2.2,0,0.8,4.7,3.4,2.5,2,0.2696,0.4154,0.4762,0.7469,1.9081,0.4812,0.8996,0.1592,0.6039,0.5939,2.2565,0.648,0.2985,0.5603,0.8588,0.4307,0.366,0.7677,0,0.3361,0.7833,2.2531,0.4555,7.2766,0.5238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,138,7.1,3.3,3146
-1,1400000US42095016300,16300,42, Pennsylvania,PA,42095, Northampton,42095016300,"Census Tract 163, Northampton County, Pennsylvania",0.71702539,2844,18,1216,79,1211,79,176,92,76,36,27975,2652,130,54,447,46,622,96,370,86,136,58.6,154,85.9,6,38.4,103,52,0,10,25,23.1,92,54,1,2,6.2,3.2,4.9,2.3,27975,2652,6.3,2.6,15.7,1.6,21.9,3.4,13,3,11.2,4.8,5.4,3,0.2,1.4,8.5,4.2,0,2,2.1,1.9,7.6,4.3,0,0.1,0.2696,0.1919,0.4177,0.2637,1.1428,0.2293,0.4664,0.583,0.4577,0.7453,2.2525,0.6446,0.2966,0.3308,0.6275,0.3035,0.6987,0,0.7954,0.5137,0.2391,2.2469,0.453,6.2697,0.3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,64,6.2,2.3,1152
-1,1400000US42003435000,435000,42, Pennsylvania,PA,42003, Allegheny,42003435000,"Census Tract 4350, Allegheny County, Pennsylvania",0.56863944,2471,123,1155,35,1103,46,147,67,98,39,29035,3597,80,36,297,26,488,67,266,76,53,28.2,156,171.8,0,40,211,58.1,7,9,0,14.1,33,22,111,97,6.2,2.8,6.5,2.6,29035,3597,4.8,2.2,12,1.1,19.7,2.5,11.2,3,4.8,2.5,6.3,6.9,0,1.7,18.3,5,0.6,0.8,0,1.3,3,2,4.5,3.9,0.2696,0.3716,0.3745,0.1741,1.1898,0.2431,0.2192,0.3881,0.3221,0.2826,1.2121,0.0955,0.342,0,0.342,0.1343,0.8623,0.5258,0,0.1993,0.8601,2.4475,0.5578,5.1914,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,68,8.3,2.8,2278
-1,1400000US42003406000,406000,42, Pennsylvania,PA,42003, Allegheny,42003406000,"Census Tract 4060, Allegheny County, Pennsylvania",12.94627419,2354,149,1051,42,1011,55,145,58,136,50,29767,3121,140,48,447,48,379,53,368,90,58,31.3,78,210,4,39.2,0,14.1,53,35,15,17.2,43,28,2,5,6.2,2.6,10.8,3.7,29767,3121,7.7,2.8,19,1.8,16.1,2,15.6,3.9,5.7,3.1,3.3,8.9,0.2,1.8,0,1.3,5,3.3,1.5,1.7,4.3,2.8,0.1,0.2,0.2696,0.7466,0.3473,0.3532,1.7167,0.4212,0.7167,0.1502,0.6598,0.3803,1.907,0.4238,0.1931,0.3004,0.4935,0.2236,0,0.7593,0.7012,0.3047,0.2979,2.0631,0.3613,6.1803,0.3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,61,9.4,2.6,1577
-1,1400000US42091201607,201607,42, Pennsylvania,PA,42091, Montgomery,42091201607,"Census Tract 2016.07, Montgomery County, Pennsylvania",0.64731622,3435,182,1382,30,1338,54,213,150,99,78,31235,3401,131,62,407,55,730,79,442,133,87,60.9,614,283.2,22,45,7,15.6,0,10,0,14.1,60,39,5,5,6.2,4.3,5,3.8,31235,3401,5.3,2.6,11.8,1.5,21.3,2,12.9,3.6,6.5,4.5,17.9,8.2,0.7,1.4,0.5,1.1,0,1.8,0,1.1,4.5,2.9,0.1,0.1,0.2696,0.2034,0.3019,0.2021,0.977,0.1783,0.209,0.5299,0.4506,0.4512,1.6405,0.2715,0.6455,0.5348,1.1803,0.6228,0.2814,0,0,0.3197,0.3644,0.9655,0.0644,4.7634,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,116,6.6,3.2,8831
