GEO_ID,STATE_FIPS,CNTY_FIPS,TRACT,CENSUSAREA,STCOFIPS,FIPS,STATE_ABBR,STATE_NAME,COUNTY,LOCATION,TOTPOP,E_TOTPOP,M_TOTPOP,HU,E_HU,M_HU,HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDIP,M_NOHSDIP,AGE65,AGE17,SNGPRNT,MINORITY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,GROUPQ,E_P_POV,M_P_POV,E_P_UNEMP,M_P_UNEMP,E_P_PCI,M_P_PCI,E_P_NOHSDIP,M_P_NOHSDIP,P_AGE65,P_AGE17,P_SNGPRNT,P_MINORITY,E_P_LIMENG,M_P_LIMENG,E_P_MUNIT,M_P_MUNIT,E_P_MOBILE,M_P_MOBILE,E_P_CROWD,M_P_CROWD,E_P_NOVEH,M_P_NOVEH,P_GROUPQ,E_PL_POV,E_PL_UNEMP,E_PL_PCI,E_PL_NOHSDIP,S_PL_THEME1,R_PL_THEME1,PL_AGE65,PL_AGE17,PL_SNGPRNT,S_PL_THEME2,R_PL_THEME2,PL_MINORITY,E_PL_LIMENG,S_PL_THEME3,R_PL_THEME3,E_PL_MUNIT,E_PL_MOBILE,E_PL_CROWD,E_PL_NOVEH,PL_GROUPQ,S_PL_THEME4,R_PL_THEME4,S_PL_THEMES,R_PL_THEMES,F_PL_POV,F_PL_UNEMP,F_PL_PCI,F_PL_NOHSDIP,F_PL_THEME1,F_PL_AGE65,F_PL_AGE17,F_PL_SNGPRNT,F_PL_THEME2,F_PL_MINORITY,F_PL_LIMENG,F_PL_THEME3,F_PL_MUNIT,F_PL_MOBILE,F_PL_CROWD,F_PL_NOVEH,F_PL_GROUPQ,F_PL_THEME4,F_PL_TOTAL
1400000US42029307000,42,29,307000,9.597,42029,42029307000,PA,Pennsylvania,Chester County,"Census Tract 3070, Chester County, Pennsylvania",5364,4938,28,2297,2102,149,2194,182,125,158,387,34063,2638,288,288,1541,1260,94,736,13,423,281,125,273,88,20,111,108,44,36,0.036857,0.025313,0.078217,0.191382,34063,2638,0.082121,0.082082,0.287285,0.234899,0.04284412,0.137211,0.002807,0.09136,0.133682,0.058707,0.129876,0.04084,0.01002,0.055608,0.054108,0.02183,0.006711,0.169,0.627,0.1818,0.32,1.2978,0.276,0.979,0.677,0.085,1.741,0.703,0.602,0.377,0.979,0.533,0.81,0.885,0.648,0.416,0.629,3.388,0.925,7.4058,0.6527,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42029306600,42,29,306600,9.698,42029,42029306600,PA,Pennsylvania,Chester County,"Census Tract 3066, Chester County, Pennsylvania",3139,3098,25,1128,1108,57,1092,114,117,83,380,51811,5509,66,347,374,806,53,203,50,409,0,189,7,10,4,109,14,110,0,0.036905,0.037874,0.050211,0.229841,51811,5509,0.03256,0.171184,0.119146,0.256769,0.04853479,0.06467,0.016818,0.137571,0,0.170577,0.006317,0.009019,0.003745,0.102059,0.013108,0.102994,0,0.169,0.301,0.0375,0.077,0.5845,0.0754,0.238,0.815,0.133,1.186,0.188,0.364,0.764,1.128,0.621,0,0.538,0.45,0.094,0,1.082,0.106,3.9805,0.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42129803800,42,129,803800,15.378,42129,42129803800,PA,Pennsylvania,Westmoreland County,"Census Tract 8038, Westmoreland County, Pennsylvania",5838,5280,453,2578,2503,99,2372,195,196,37,451,33818,4578,317,336,1188,1208,130,226,30,424,182,93,173,116,0,154,167,103,197,0.036931,0.036985,0.015327,0.186813,33818,4578,0.08189,0.086589,0.203494,0.20692,0.05480607,0.038711,0.00593,0.083809,0.072712,0.037043,0.069117,0.046263,0,0.069089,0.074921,0.045944,0.033744,0.17,0.028,0.1871,0.319,0.7041,0.1073,0.841,0.408,0.195,1.444,0.418,0.223,0.531,0.754,0.381,0.671,0.784,0,0.529,0.821,2.805,0.754,5.7071,0.3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42011010303,42,11,10303,0.832,42011,42011010303,PA,Pennsylvania,Berks County,"Census Tract 103.03, Berks County, Pennsylvania",1987,2125,154,819,790,59,776,78,40,66,346,22556,2156,149,270,234,497,82,146,3,408,0,189,0,109,2,109,12,9,0,0.036966,0.018769,0.057441,0.301085,22556,2156,0.111861,0.202525,0.117765,0.250125,0.1056701,0.073477,0.001516,0.206268,0,0.23924,0,0.137974,0.002649,0.14437,0.015894,0.011857,0,0.17,0.402,0.5998,0.486,1.6578,0.3874,0.231,0.782,0.674,1.687,0.661,0.401,0.307,0.708,0.353,0,0,0.432,0.113,0,0.545,0.029,4.5978,0.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42069110500,42,69,110500,1.676,42069,42069110500,PA,Pennsylvania,Lackawanna County,"Census Tract 1105, Lackawanna County, Pennsylvania",5194,5192,60,2352,2219,133,2243,192,140,62,438,40189,7893,225,285,1059,1110,149,210,0,436,259,174,0,109,0,154,132,68,2,0.036979,0.026961,0.024419,0.172482,40189,7893,0.059429,0.075233,0.203889,0.213708,0.06642888,0.040431,0,0.087991,0.116719,0.078101,0,0.049121,0,0.070609,0.060522,0.030968,0.000385,0.17,0.063,0.1048,0.194,0.5318,0.0641,0.843,0.475,0.327,1.645,0.627,0.234,0,0.234,0.087,0.781,0,0,0.459,0.349,1.589,0.22,3.9998,0.0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42095017401,42,95,17401,6.197,42095,42095017401,PA,Pennsylvania,Northampton County,"Census Tract 174.01, Northampton County, Pennsylvania",7729,7266,235,3088,2964,104,2966,267,131,240,359,33865,2302,453,251,1417,1812,181,1600,90,352,57,118,16,24,0,154,97,63,0,0.037001,0.01811,0.069364,0.103516,33865,2302,0.085407,0.047224,0.183335,0.234441,0.06102494,0.207012,0.013591,0.053153,0.01923,0.039805,0.005398,0.008094,0,0.053305,0.033575,0.021767,0,0.171,0.54,0.1855,0.343,1.2395,0.2588,0.727,0.673,0.263,1.663,0.645,0.704,0.722,1.426,0.769,0.431,0.516,0,0.267,0,1.214,0.129,5.5425,0.3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42077009200,42,77,9200,0.723,42077,42077009200,PA,Pennsylvania,Lehigh County,"Census Tract 92, Lehigh County, Pennsylvania",3768,3564,274,1826,1853,96,1743,132,74,110,399,29248,2548,187,278,895,604,111,680,26,409,204,75,0,109,11,110,90,52,9,0.037037,0.020567,0.059978,0.217426,29248,2548,0.066642,0.098975,0.237526,0.160297,0.0636833,0.180467,0.007699,0.121112,0.110091,0.040071,0,0.058823,0.006343,0.063435,0.051903,0.029768,0.002388,0.171,0.434,0.3023,0.23,1.1373,0.2247,0.93,0.11,0.293,1.333,0.304,0.673,0.596,1.269,0.687,0.768,0,0.536,0.398,0.522,2.224,0.48,5.9633,0.3836,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42077006202,42,77,6202,14.534,42077,42077006202,PA,Pennsylvania,Lehigh County,"Census Tract 62.02, Lehigh County, Pennsylvania",8616,7243,323,3678,2997,147,3365,265,132,280,363,31374,2276,347,223,1027,2212,246,1727,197,403,145,174,646,117,0,154,69,50,61,0.037052,0.018382,0.072146,0.093306,31374,2276,0.067733,0.043408,0.119196,0.256731,0.07310549,0.200441,0.028928,0.059161,0.048381,0.058009,0.215548,0.03758,0,0.055615,0.024918,0.018016,0.007079,0.171,0.566,0.2384,0.238,1.2134,0.25,0.239,0.814,0.401,1.454,0.43,0.697,0.854,1.551,0.823,0.583,0.969,0,0.194,0.634,2.38,0.553,6.5984,0.5009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US42075002600,42,75,2600,0.839,42075,42075002600,PA,Pennsylvania,Lebanon County,"Census Tract 26, Lebanon County, Pennsylvania",2080,2308,149,902,999,49,862,86,39,35,437,24042,1641,148,273,274,476,80,140,9,422,20,155,0,109,5,109,47,30,0,0.037261,0.016725,0.028455,0.355252,24042,1641,0.09314,0.171671,0.13173,0.228846,0.09280742,0.067307,0.004115,0.192958,0.02002,0.155152,0,0.109109,0.005202,0.113423,0.048907,0.031091,0,0.172,0.085,0.5188,0.384,1.1598,0.2315,0.317,0.625,0.591,1.533,0.517,0.373,0.45,0.823,0.428,0.438,0,0.491,0.379,0,1.308,0.145,4.8238,0.1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42091204009,42,91,204009,1.492,42091,42091204009,PA,Pennsylvania,Montgomery County,"Census Tract 2040.09, Montgomery County, Pennsylvania",1439,1471,256,677,694,30,643,53,38,21,463,45348,8932,96,369,410,281,21,213,8,422,301,128,0,109,0,154,0,154,60,0.037297,0.025969,0.041338,0.911056,45348,8932,0.081841,0.314186,0.28492,0.195274,0.0326594,0.148019,0.005614,0.296138,0.433717,0.183482,0,0.15706,0,0.256239,0,0.256239,0.041695,0.172,0.198,0.067,0.317,0.754,0.1158,0.978,0.294,0.038,1.31,0.286,0.624,0.517,1.141,0.628,0.973,0,0,0,0.848,1.821,0.312,5.026,0.209,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2
1400000US42091207800,42,91,207800,20.236,42091,42091207800,PA,Pennsylvania,Montgomery County,"Census Tract 2078, Montgomery County, Pennsylvania",6464,6175,26,2424,2357,122,2354,229,143,266,328,34170,5393,260,327,994,1601,121,341,16,423,12,156,25,27,0,154,20,111,0,0.037326,0.023306,0.08349,0.102677,34170,5393,0.060338,0.075851,0.153774,0.247679,0.05140186,0.052753,0.002729,0.072171,0.005091,0.066185,0.010606,0.011442,0,0.067102,0.008714,0.048364,0,0.172,0.672,0.1805,0.201,1.2255,0.2547,0.489,0.767,0.161,1.417,0.392,0.305,0.372,0.677,0.328,0.299,0.593,0,0.062,0,0.954,0.077,4.2735,0.1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42091200309,42,91,200309,0.366,42091,42091200309,PA,Pennsylvania,Montgomery County,"Census Tract 2003.09, Montgomery County, Pennsylvania",2660,2673,151,973,1040,32,960,100,88,105,398,27070,2260,58,395,326,693,63,199,24,409,16,156,0,109,0,154,21,23,2,0.037411,0.032853,0.071672,0.271407,27070,2260,0.033295,0.226744,0.122556,0.260526,0.065625,0.074812,0.009527,0.162365,0.015384,0.149999,0,0.104807,0,0.152626,0.020812,0.022764,0.000751,0.172,0.56,0.3786,0.081,1.1916,0.2409,0.259,0.832,0.318,1.409,0.384,0.408,0.642,1.05,0.577,0.401,0,0,0.159,0.388,0.948,0.076,4.5986,0.1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42125773200,42,125,773200,0.282,42125,42125773200,PA,Pennsylvania,Washington County,"Census Tract 7732, Washington County, Pennsylvania",1441,1363,118,723,672,61,652,51,125,44,437,22121,2467,124,294,306,287,60,87,0,436,16,155,0,109,0,154,34,25,3,0.037417,0.091652,0.065967,0.654518,22121,2467,0.125888,0.298197,0.212352,0.199167,0.09202453,0.060374,0,0.336939,0.023809,0.230644,0,0.162202,0,0.263247,0.058119,0.042303,0.002081,0.173,0.501,0.6236,0.56,1.8576,0.4553,0.875,0.333,0.583,1.791,0.741,0.342,0,0.342,0.132,0.467,0,0,0.446,0.501,1.414,0.171,5.4046,0.2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42045407806,42,45,407806,0.516,42045,42045407806,PA,Pennsylvania,Delaware County,"Census Tract 4078.06, Delaware County, Pennsylvania",1610,1762,190,643,626,33,618,66,55,21,463,33631,5094,142,336,270,353,25,257,24,424,0,189,0,109,10,110,21,110,3,0.037457,0.030952,0.02145,0.472918,33631,5094,0.106606,0.252072,0.167701,0.219254,0.04045307,0.159627,0.014226,0.251329,0,0.301916,0,0.174121,0.015974,0.175716,0.033546,0.175709,0.001863,0.173,0.047,0.1921,0.456,0.8681,0.1499,0.591,0.53,0.068,1.189,0.191,0.642,0.733,1.375,0.743,0,0,0.753,0.267,0.49,1.51,0.197,4.9421,0.1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42069111800,42,69,111800,59.659,42069,42069111800,PA,Pennsylvania,Lackawanna County,"Census Tract 1118, Lackawanna County, Pennsylvania",8558,8800,373,3594,3771,226,3269,319,141,204,334,28421,2184,732,231,1469,1866,178,257,38,395,154,130,134,57,10,110,256,112,115,0.037463,0.016483,0.049144,0.080368,28421,2184,0.121554,0.037845,0.171652,0.218041,0.0544509,0.03003,0.004602,0.047843,0.040837,0.034386,0.035534,0.014964,0.003042,0.033464,0.077882,0.033814,0.013437,0.173,0.287,0.3267,0.539,1.3257,0.2841,0.627,0.515,0.189,1.331,0.302,0.156,0.476,0.632,0.3,0.554,0.712,0.438,0.543,0.699,2.946,0.802,6.2347,0.4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42003523502,42,3,523502,1.82,42003,42003523502,PA,Pennsylvania,Allegheny County,"Census Tract 5235.02, Allegheny County, Pennsylvania",1539,1332,184,742,704,56,666,50,48,32,450,21365,2601,154,274,287,303,72,404,17,408,31,159,0,109,0,154,46,33,4,0.037537,0.035661,0.052117,0.732343,21365,2601,0.150097,0.266439,0.186484,0.196881,0.1081081,0.262508,0.013107,0.314566,0.044034,0.225825,0,0.154829,0,0.257095,0.076794,0.054079,0.002599,0.174,0.326,0.6602,0.685,1.8452,0.4509,0.748,0.307,0.687,1.742,0.705,0.758,0.712,1.47,0.789,0.566,0,0,0.538,0.532,1.636,0.238,6.6932,0.5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42077006305,42,77,6305,2.973,42077,42077006305,PA,Pennsylvania,Lehigh County,"Census Tract 63.05, Lehigh County, Pennsylvania",6617,5960,230,2546,2316,107,2481,221,127,138,368,35448,2963,301,296,870,1664,168,920,39,395,110,118,224,88,0,154,45,115,56,0.037559,0.021539,0.042897,0.114302,35448,2963,0.071717,0.070456,0.131479,0.251473,0.06771463,0.139035,0.006959,0.070484,0.047495,0.050902,0.096718,0.037732,0,0.066811,0.019522,0.049883,0.008463,0.174,0.215,0.1596,0.257,0.8056,0.1327,0.315,0.791,0.34,1.446,0.421,0.606,0.572,1.178,0.644,0.579,0.834,0,0.148,0.65,2.211,0.475,5.6406,0.3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42077002301,42,77,2301,1.886,42077,42077002301,PA,Pennsylvania,Lehigh County,"Census Tract 23.01, Lehigh County, Pennsylvania",7134,7093,365,3406,3264,107,3205,264,171,110,412,44198,4497,278,267,1452,1282,170,1427,9,422,553,139,0,109,2,110,128,74,29,0.037671,0.024324,0.032079,0.120102,44198,4497,0.051197,0.04911,0.203532,0.179702,0.05304212,0.200028,0.001342,0.062928,0.169424,0.042222,0,0.033394,0.000629,0.034602,0.040264,0.023224,0.004065,0.174,0.113,0.0723,0.155,0.5143,0.0607,0.842,0.183,0.175,1.2,0.2,0.697,0.303,1,0.551,0.851,0,0.412,0.315,0.58,2.158,0.448,4.8723,0.1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42003020300,42,3,20300,0.615,42003,42003020300,PA,Pennsylvania,Allegheny County,"Census Tract 203, Allegheny County, Pennsylvania",616,504,175,473,333,59,403,19,111,0,487,50879,22948,31,410,44,49,17,157,0,436,206,54,0,109,0,154,35,33,0,0.037698,0.219848,0,1.591503,50879,22948,0.069196,0.914889,0.071428,0.079545,0.04218362,0.25487,0,0.865079,0.618618,0.119512,0,0.327327,0,0.553956,0.125899,0.112894,0,0.175,0,0.0413,0.245,0.4613,0.0457,0.058,0.029,0.082,0.169,0.014,0.752,0,0.752,0.379,0.987,0,0,0.693,0,1.68,0.254,3.0623,0.0207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1400000US42029305102,42,29,305102,9.864,42029,42029305102,PA,Pennsylvania,Chester County,"Census Tract 3051.02, Chester County, Pennsylvania",4721,4768,252,1670,1665,86,1623,180,106,169,388,27794,2865,258,324,436,1265,96,463,15,423,0,189,312,99,0,154,37,116,3,0.037751,0.022141,0.065605,0.150455,27794,2865,0.082665,0.103712,0.092353,0.267951,0.05914972,0.098072,0.003327,0.093832,0,0.113513,0.187387,0.058666,0,0.094017,0.022588,0.070806,0.000635,0.175,0.497,0.3508,0.323,1.3458,0.2882,0.115,0.863,0.24,1.218,0.214,0.494,0.406,0.9,0.475,0,0.95,0,0.177,0.377,1.504,0.195,4.9678,0.1984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US42133023400,42,133,23400,19.642,42133,42133023400,PA,Pennsylvania,York County,"Census Tract 234, York County, Pennsylvania",5681,5325,226,2616,2659,152,2428,201,106,135,333,31886,4145,325,260,848,1159,227,384,6,422,196,69,214,52,19,113,41,113,15,0.037774,0.019856,0.042333,0.104362,31886,4145,0.082802,0.066123,0.149269,0.204013,0.09349258,0.067593,0.001204,0.084721,0.073711,0.025605,0.080481,0.019007,0.007973,0.047417,0.017205,0.04741,0.00264,0.175,0.209,0.2259,0.326,0.9359,0.1671,0.454,0.379,0.597,1.43,0.403,0.374,0.297,0.671,0.325,0.674,0.805,0.586,0.123,0.535,2.723,0.721,5.7599,0.3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42017104505,42,17,104505,3.134,42017,42017104505,PA,Pennsylvania,Bucks County,"Census Tract 1045.05, Bucks County, Pennsylvania",5943,6279,369,1922,1954,86,1887,238,277,24,463,44872,3748,80,383,416,2027,109,426,0,436,0,189,0,109,0,154,11,110,0,0.037904,0.044059,0.008021,0.154743,44872,3748,0.020423,0.097769,0.069998,0.341073,0.05776364,0.07168,0,0.074275,0,0.096724,0,0.055783,0,0.080459,0.005747,0.05747,0,0.176,0.014,0.0685,0.042,0.3005,0.0163,0.055,0.981,0.224,1.26,0.245,0.392,0,0.392,0.162,0,0,0,0.042,0,0.042,0.008,1.9945,0.0009,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1400000US42129802303,42,129,802303,2.528,42129,42129802303,PA,Pennsylvania,Westmoreland County,"Census Tract 8023.03, Westmoreland County, Pennsylvania",3111,3350,232,1241,1261,53,1198,127,102,90,454,25132,2564,181,300,491,702,72,46,0,436,0,189,0,109,0,154,54,47,4,0.03791,0.030334,0.059642,0.300697,25132,2564,0.07795,0.128989,0.157827,0.22565,0.06010016,0.014786,0,0.136292,0,0.149881,0,0.086439,0,0.127483,0.044701,0.038785,0.001285,0.176,0.43,0.4665,0.295,1.3675,0.2944,0.52,0.593,0.252,1.365,0.336,0.029,0,0.029,0.012,0,0,0,0.349,0.444,0.793,0.055,3.5545,0.0466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42085032502,42,85,32502,43.324,42085,42085032502,PA,Pennsylvania,Mercer County,"Census Tract 325.02, Mercer County, Pennsylvania",2396,2319,82,1110,1063,35,948,88,33,42,327,30547,5885,196,193,419,494,42,33,11,408,0,189,204,38,2,109,52,19,0,0.037947,0.014166,0.036082,0.280895,30547,5885,0.11036,0.108573,0.174874,0.206176,0.04430379,0.013772,0.004975,0.184531,0,0.177798,0.191909,0.035185,0.002076,0.113187,0.053997,0.019582,0,0.176,0.148,0.2622,0.478,1.0642,0.2015,0.656,0.4,0.098,1.154,0.167,0.018,0.494,0.512,0.231,0,0.952,0.425,0.415,0,1.792,0.3,4.5222,0.1358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US42091205503,42,91,205503,0.93,42091,42091205503,PA,Pennsylvania,Montgomery County,"Census Tract 2055.03, Montgomery County, Pennsylvania",4827,4927,349,1984,1992,46,1902,185,100,94,396,44818,3653,168,300,1192,1085,97,1042,88,381,707,98,0,109,0,154,179,105,253,0.038207,0.020505,0.044172,0.186039,44818,3653,0.047986,0.085613,0.246944,0.224777,0.05099894,0.215869,0.019113,0.08274,0.354919,0.048509,0,0.054718,0,0.082352,0.095721,0.055925,0.052413,0.177,0.228,0.0691,0.142,0.6161,0.0848,0.945,0.587,0.156,1.688,0.662,0.715,0.79,1.505,0.802,0.956,0,0,0.612,0.876,2.444,0.582,6.2531,0.4324,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2
1400000US42095017902,42,95,17902,0.589,42095,42095017902,PA,Pennsylvania,Northampton County,"Census Tract 179.02, Northampton County, Pennsylvania",2246,2354,157,990,1014,67,941,90,100,73,426,30872,10393,174,304,411,457,94,159,25,409,20,155,0,109,13,111,96,57,0,0.038232,0.042404,0.06043,0.352478,30872,10393,0.107208,0.187166,0.182991,0.203472,0.09989373,0.070792,0.011452,0.187355,0.019723,0.152854,0,0.107495,0.013584,0.115983,0.100313,0.059133,0,0.177,0.44,0.2538,0.46,1.3308,0.2857,0.726,0.373,0.641,1.74,0.702,0.388,0.68,1.068,0.588,0.435,0,0.716,0.626,0,1.777,0.294,5.9158,0.3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42125732000,42,125,732000,21.501,42125,42125732000,PA,Pennsylvania,Washington County,"Census Tract 7320, Washington County, Pennsylvania",3339,3399,21,1399,1313,96,1301,130,87,11,475,27383,3956,157,337,474,742,124,79,0,436,16,156,309,81,0,154,0,154,0,0.038246,0.025594,0.006883,0.297245,27383,3956,0.069469,0.149044,0.141958,0.222222,0.09531129,0.023659,0,0.136037,0.012185,0.118808,0.235338,0.059242,0,0.117288,0,0.117288,0,0.177,0.012,0.3664,0.246,0.8014,0.1317,0.396,0.56,0.61,1.566,0.549,0.101,0,0.101,0.041,0.372,0.981,0,0,0,1.353,0.157,3.8214,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US42017104400,42,17,104400,1.27,42017,42017104400,PA,Pennsylvania,Bucks County,"Census Tract 1044, Bucks County, Pennsylvania",2528,2509,30,1398,1380,139,1258,96,84,95,413,58140,9863,90,385,408,434,54,288,39,411,206,81,0,109,0,154,83,63,0,0.038262,0.033476,0.06634,0.28809,58140,9863,0.046463,0.198739,0.161392,0.171677,0.04292527,0.113924,0.016142,0.170115,0.149275,0.056737,0,0.078985,0,0.123003,0.066293,0.050088,0,0.177,0.506,0.0222,0.135,0.8402,0.1427,0.546,0.144,0.086,0.776,0.053,0.541,0.756,1.297,0.701,0.832,0,0,0.488,0,1.32,0.148,4.2332,0.0989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42133023810,42,133,23810,20.372,42133,42133023810,PA,Pennsylvania,York County,"Census Tract 238.10, York County, Pennsylvania",4678,4887,294,1917,1871,106,1821,187,78,141,294,28296,2784,371,144,613,1065,174,198,12,408,77,156,12,14,12,109,24,12,9,0.038288,0.015803,0.050071,0.104306,28296,2784,0.116813,0.044612,0.131038,0.227661,0.09555189,0.042325,0.002588,0.088025,0.041154,0.083345,0.006413,0.007473,0.006772,0.061511,0.013544,0.006726,0.001923,0.178,0.299,0.3301,0.511,1.3181,0.2813,0.31,0.616,0.611,1.537,0.521,0.246,0.362,0.608,0.285,0.555,0.54,0.548,0.096,0.496,2.235,0.484,5.6981,0.3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42041012501,42,41,12501,13.231,42041,42041012501,PA,Pennsylvania,Cumberland County,"Census Tract 125.01, Cumberland County, Pennsylvania",3742,3756,294,1859,1852,102,1747,138,96,92,456,28530,3563,409,269,1265,574,89,193,50,426,113,136,282,99,34,113,95,57,192,0.038482,0.026607,0.059779,0.296096,28530,3563,0.141131,0.092235,0.338054,0.153393,0.05094447,0.051576,0.013865,0.118132,0.061015,0.073357,0.152267,0.052793,0.019122,0.06354,0.05343,0.031837,0.051309,0.178,0.432,0.3226,0.644,1.5766,0.3636,0.991,0.096,0.155,1.242,0.23,0.298,0.726,1.024,0.564,0.632,0.912,0.794,0.411,0.875,3.624,0.965,7.4666,0.6633,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2
1400000US42017100211,42,17,100211,1.12,42017,42017100211,PA,Pennsylvania,Bucks County,"Census Tract 1002.11, Bucks County, Pennsylvania",6710,6025,685,3185,2941,151,2906,232,164,228,360,32711,2607,385,358,977,1239,211,963,0,436,502,163,0,109,13,111,107,54,48,0.038506,0.026865,0.064883,0.102179,32711,2607,0.086614,0.08001,0.145603,0.184649,0.07260839,0.143517,0,0.07621,0.17069,0.054726,0,0.037062,0.005517,0.047111,0.045415,0.022616,0.007153,0.178,0.489,0.2087,0.348,1.2237,0.2534,0.421,0.212,0.396,1.029,0.105,0.615,0,0.615,0.289,0.852,0,0.503,0.356,0.635,2.346,0.54,5.2137,0.2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42045408101,42,45,408101,1.73,42045,42045408101,PA,Pennsylvania,Delaware County,"Census Tract 4081.01, Delaware County, Pennsylvania",5320,5085,317,1801,1753,66,1762,173,108,203,355,32811,3252,431,162,1343,1082,93,578,190,343,130,126,0,109,0,154,43,38,540,0.03853,0.023952,0.087537,0.152733,32811,3252,0.115922,0.042951,0.252443,0.203383,0.05278093,0.108646,0.039183,0.070688,0.074158,0.071822,0,0.062179,0,0.092105,0.025717,0.02269,0.101503,0.179,0.697,0.2078,0.504,1.5878,0.3667,0.952,0.372,0.173,1.497,0.475,0.525,0.887,1.412,0.762,0.676,0,0,0.203,0.925,1.804,0.305,6.3008,0.4424,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
1400000US42001031102,42,1,31102,6.676,42001,42001031102,PA,Pennsylvania,Adams County,"Census Tract 311.02, Adams County, Pennsylvania",3179,3024,178,1175,1150,64,1140,116,150,63,439,27798,1939,189,276,474,840,83,165,9,422,0,189,19,20,0,154,20,22,0,0.038538,0.049782,0.039848,0.27764,27798,1939,0.091128,0.132975,0.149103,0.264234,0.07280701,0.051903,0.003047,0.142905,0,0.164347,0.016521,0.017366,0,0.136888,0.017777,0.019525,0,0.179,0.185,0.3501,0.37,1.0841,0.2084,0.452,0.848,0.398,1.698,0.671,0.301,0.392,0.693,0.342,0,0.636,0,0.131,0,0.767,0.052,4.2421,0.1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US42091202301,42,91,202301,1.078,42091,42091202301,PA,Pennsylvania,Montgomery County,"Census Tract 2023.01, Montgomery County, Pennsylvania",4571,5241,401,2068,2234,93,1935,202,142,184,405,57838,8682,128,403,999,900,121,1012,15,423,579,200,0,109,0,154,142,109,4,0.038542,0.026933,0.073777,0.161998,57838,8682,0.034944,0.109994,0.218551,0.196893,0.06253229,0.221395,0.003101,0.08745,0.259176,0.088872,0,0.048791,0,0.073648,0.06791,0.051979,0.000875,0.179,0.584,0.0232,0.088,0.8742,0.1514,0.893,0.307,0.28,1.48,0.459,0.721,0.394,1.115,0.613,0.924,0,0,0.5,0.403,1.827,0.315,5.2962,0.2544,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
