measure,year,county_name,numerator,denominator,rate,rate_lower,rate_upper
Birth rate - ages 20 to 24,2014-2018,Lebanon,1860,20656,90,86,94.1
Birth rate - ages 25 to 29,2014-2018,Lebanon,2566,19757,129.9,124.9,134.9
Birth rate - ages 30 to 34,2014-2018,Lebanon,2009,20320,98.9,94.5,103.2
Birth rate - ages 35 to 39,2014-2018,Lebanon,884,20244,43.7,40.8,46.5
Birth rate - ages 40 to 44,2014-2018,Lebanon,186,20331,9.1,7.8,10.5
Birth rate - ages 15 to 19,2014-2018,Lehigh,1246,59527,20.9,19.8,22.1
Birth rate - ages 20 to 24,2014-2018,Lehigh,4273,59540,71.8,69.6,73.9
Birth rate - ages 25 to 29,2014-2018,Lehigh,6218,58937,105.5,102.9,108.1
Birth rate - ages 30 to 34,2014-2018,Lehigh,6163,58714,105,102.3,107.6
Birth rate - ages 35 to 39,2014-2018,Lehigh,2743,57287,47.9,46.1,49.7
Birth rate - ages 40 to 44,2014-2018,Lehigh,532,55317,9.6,8.8,10.4
Birth rate - ages 15 to 19,2014-2018,Luzerne,1063,47406,22.4,21.1,23.8
Birth rate - ages 20 to 24,2014-2018,Luzerne,3880,48378,80.2,77.7,82.7
Birth rate - ages 25 to 29,2014-2018,Luzerne,4789,48147,99.5,96.6,102.3
Birth rate - ages 30 to 34,2014-2018,Luzerne,4110,44345,92.7,89.8,95.5
Birth rate - ages 35 to 39,2014-2018,Luzerne,1864,43690,42.7,40.7,44.6
Birth rate - ages 40 to 44,2014-2018,Luzerne,386,46226,8.4,7.5,9.2
Birth rate - ages 15 to 19,2014-2018,Lycoming,344,17175,20,17.9,22.1
Birth rate - ages 20 to 24,2014-2018,Lycoming,1393,17835,78.1,74,82.2
Birth rate - ages 25 to 29,2014-2018,Lycoming,2053,18903,108.6,103.9,113.3
Birth rate - ages 30 to 34,2014-2018,Lycoming,1634,17836,91.6,87.2,96.1
Birth rate - ages 35 to 39,2014-2018,Lycoming,568,16044,35.4,32.5,38.3
Birth rate - ages 40 to 44,2014-2018,Lycoming,103,16414,6.3,5.1,7.5
Birth rate - ages 15 to 19,2014-2018,McKean,155,6605,23.5,19.8,27.2
Birth rate - ages 20 to 24,2014-2018,McKean,618,6269,98.6,90.8,106.4
Birth rate - ages 25 to 29,2014-2018,McKean,638,5359,119.1,109.8,128.3
Birth rate - ages 30 to 34,2014-2018,McKean,372,5177,71.9,64.6,79.2
Birth rate - ages 35 to 39,2014-2018,McKean,132,5329,24.8,20.5,29
Birth rate - ages 40 to 44,2014-2018,McKean,25,5986,4.2,2.5,5.8
Birth rate - ages 15 to 19,2014-2018,Mercer,352,18115,19.4,17.4,21.5
Birth rate - ages 20 to 24,2014-2018,Mercer,1466,18849,77.8,73.8,81.8
Birth rate - ages 25 to 29,2014-2018,Mercer,1739,13856,125.5,119.6,131.4
Birth rate - ages 30 to 34,2014-2018,Mercer,1387,14479,95.8,90.8,100.8
Birth rate - ages 35 to 39,2014-2018,Mercer,572,14321,39.9,36.7,43.2
Birth rate - ages 40 to 44,2014-2018,Mercer,115,15393,7.5,6.1,8.8
Birth rate - ages 15 to 19,2014-2018,Mifflin,158,6606,23.9,20.2,27.6
Birth rate - ages 20 to 24,2014-2018,Mifflin,805,5988,134.4,125.1,143.7
Birth rate - ages 25 to 29,2014-2018,Mifflin,1014,6334,160.1,150.2,169.9
Birth rate - ages 30 to 34,2014-2018,Mifflin,609,6142,99.2,91.3,107
Birth rate - ages 35 to 39,2014-2018,Mifflin,260,6225,41.8,36.7,46.8
Birth rate - ages 40 to 44,2014-2018,Mifflin,48,6559,7.3,5.2,9.4
Birth rate - ages 15 to 19,2014-2018,Monroe,341,32092,10.6,9.5,11.8
Birth rate - ages 20 to 24,2014-2018,Monroe,1546,30249,51.1,48.6,53.7
Birth rate - ages 25 to 29,2014-2018,Monroe,2227,22678,98.2,94.1,102.3
Birth rate - ages 30 to 34,2014-2018,Monroe,1938,20445,94.8,90.6,99
Birth rate - ages 35 to 39,2014-2018,Monroe,1032,22597,45.7,42.9,48.5
Birth rate - ages 40 to 44,2014-2018,Monroe,259,25680,10.1,8.9,11.3
Birth rate - ages 15 to 19,2014-2018,Montgomery,855,126720,6.7,6.3,7.2
Birth rate - ages 20 to 24,2014-2018,Montgomery,3904,117728,33.2,32.1,34.2
Birth rate - ages 25 to 29,2014-2018,Montgomery,10586,121469,87.1,85.5,88.8
Birth rate - ages 30 to 34,2014-2018,Montgomery,17579,132057,133.1,131.1,135.1
Birth rate - ages 35 to 39,2014-2018,Montgomery,8926,129043,69.2,67.7,70.6
Birth rate - ages 40 to 44,2014-2018,Montgomery,1654,128228,12.9,12.3,13.5
Birth rate - ages 15 to 19,2014-2018,Montour,34,2299,14.8,9.8,19.8
Birth rate - ages 20 to 24,2014-2018,Montour,190,2334,81.4,69.8,93
Birth rate - ages 25 to 29,2014-2018,Montour,338,3021,111.9,100,123.8
Birth rate - ages 30 to 34,2014-2018,Montour,332,2999,110.7,98.8,122.6
Birth rate - ages 35 to 39,2014-2018,Montour,144,2611,55.2,46.1,64.2
Birth rate - ages 40 to 44,2014-2018,Montour,21,2607,8.1,4.6,11.5
Birth rate - ages 15 to 19,2014-2018,Northampton,567,50229,11.3,10.4,12.2
Birth rate - ages 20 to 24,2014-2018,Northampton,2367,48761,48.5,46.6,50.5
Birth rate - ages 25 to 29,2014-2018,Northampton,4077,43366,94,91.1,96.9
Birth rate - ages 30 to 34,2014-2018,Northampton,4476,43271,103.4,100.4,106.5
Birth rate - ages 35 to 39,2014-2018,Northampton,2176,44397,49,47,51.1
Birth rate - ages 40 to 44,2014-2018,Northampton,420,45320,9.3,8.4,10.2
Birth rate - ages 15 to 19,2014-2018,Northumberland,295,11534,25.6,22.7,28.5
Birth rate - ages 20 to 24,2014-2018,Northumberland,1235,11621,106.3,100.3,112.2
Birth rate - ages 25 to 29,2014-2018,Northumberland,1521,13072,116.4,110.5,122.2
Birth rate - ages 30 to 34,2014-2018,Northumberland,1104,13080,84.4,79.4,89.4
Birth rate - ages 35 to 39,2014-2018,Northumberland,418,12525,33.4,30.2,36.6
Birth rate - ages 40 to 44,2014-2018,Northumberland,90,12875,7,5.5,8.4
Birth rate - ages 15 to 19,2014-2018,Perry,141,6253,22.5,18.8,26.3
Birth rate - ages 20 to 24,2014-2018,Perry,649,6176,105.1,97,113.2
Birth rate - ages 25 to 29,2014-2018,Perry,839,6573,127.6,119,136.3
Birth rate - ages 30 to 34,2014-2018,Perry,678,6542,103.6,95.8,111.4
Birth rate - ages 35 to 39,2014-2018,Perry,280,6588,42.5,37.5,47.5
Birth rate - ages 40 to 44,2014-2018,Perry,58,6933,8.4,6.2,10.5
Birth rate - ages 15 to 19,2014-2018,Philadelphia,7092,246003,28.8,28.2,29.5
Birth rate - ages 20 to 24,2014-2018,Philadelphia,23434,307566,76.2,75.2,77.2
Birth rate - ages 25 to 29,2014-2018,Philadelphia,30547,417490,73.2,72.3,74
Birth rate - ages 30 to 34,2014-2018,Philadelphia,29237,343949,85,84,86
Birth rate - ages 35 to 39,2014-2018,Philadelphia,14190,273474,51.9,51,52.7
Birth rate - ages 40 to 44,2014-2018,Philadelphia,2944,233112,12.6,12.2,13.1
Birth rate - ages 15 to 19,2014-2018,Pike,80,8607,9.3,7.3,11.3
Birth rate - ages 20 to 24,2014-2018,Pike,387,7426,52.1,46.9,57.3
Birth rate - ages 25 to 29,2014-2018,Pike,625,5923,105.5,97.2,113.8
Birth rate - ages 30 to 34,2014-2018,Pike,593,5815,102,93.8,110.2
Birth rate - ages 35 to 39,2014-2018,Pike,286,6914,41.4,36.6,46.2
Birth rate - ages 40 to 44,2014-2018,Pike,65,7991,8.1,6.2,10.1
Birth rate - ages 15 to 19,2014-2018,Potter,72,2324,31,23.8,38.1
Birth rate - ages 20 to 24,2014-2018,Potter,289,2008,143.9,127.3,160.5
Birth rate - ages 25 to 29,2014-2018,Potter,279,2081,134.1,118.3,149.8
Birth rate - ages 30 to 34,2014-2018,Potter,168,1939,86.6,73.5,99.7
Birth rate - ages 35 to 39,2014-2018,Potter,61,2095,29.1,21.8,36.4
Birth rate - ages 40 to 44,2014-2018,Potter,11,2138,5.1,2.1,8.2
Birth rate - ages 15 to 19,2014-2018,Schuylkill,397,18372,21.6,19.5,23.7
Birth rate - ages 20 to 24,2014-2018,Schuylkill,1589,17702,89.8,85.4,94.2
Birth rate - ages 25 to 29,2014-2018,Schuylkill,2112,18391,114.8,109.9,119.7
Birth rate - ages 30 to 34,2014-2018,Schuylkill,1713,18958,90.4,86.1,94.6
Birth rate - ages 35 to 39,2014-2018,Schuylkill,688,19462,35.4,32.7,38
Birth rate - ages 40 to 44,2014-2018,Schuylkill,140,20480,6.8,5.7,8
Birth rate - ages 15 to 19,2014-2018,Snyder,114,7984,14.3,11.7,16.9
Birth rate - ages 20 to 24,2014-2018,Snyder,560,7635,73.3,67.3,79.4
Birth rate - ages 25 to 29,2014-2018,Snyder,737,5875,125.4,116.4,134.5
Birth rate - ages 30 to 34,2014-2018,Snyder,559,5335,104.8,96.1,113.5
Birth rate - ages 35 to 39,2014-2018,Snyder,205,5421,37.8,32.6,43
Birth rate - ages 40 to 44,2014-2018,Snyder,68,5813,11.7,8.9,14.5
Birth rate - ages 15 to 19,2014-2018,Somerset,201,9588,21,18.1,23.9
Birth rate - ages 20 to 24,2014-2018,Somerset,820,8675,94.5,88.1,101
Birth rate - ages 25 to 29,2014-2018,Somerset,1170,8888,131.6,124.1,139.2
Birth rate - ages 30 to 34,2014-2018,Somerset,908,8917,101.8,95.2,108.5
Birth rate - ages 35 to 39,2014-2018,Somerset,316,9369,33.7,30,37.4
Birth rate - ages 40 to 44,2014-2018,Somerset,78,10342,7.5,5.9,9.2
Birth rate - ages 15 to 19,2014-2018,Sullivan,13,562,23.1,10.6,35.7
Birth rate - ages 20 to 24,2014-2018,Sullivan,51,708,72,52.3,91.8
Birth rate - ages 25 to 29,2014-2018,Sullivan,84,703,119.5,93.9,145
Birth rate - ages 30 to 34,2014-2018,Sullivan,50,650,76.9,55.6,98.2
Birth rate - ages 35 to 39,2014-2018,Sullivan,18,697,25.8,13.9,37.8
Birth rate - ages 40 to 44,2014-2018,Sullivan,3,733,NA,NA,NA
Birth rate - ages 15 to 19,2014-2018,Susquehanna,107,5575,19.2,15.6,22.8
Birth rate - ages 20 to 24,2014-2018,Susquehanna,427,4839,88.2,79.9,96.6
Birth rate - ages 25 to 29,2014-2018,Susquehanna,652,5016,130,120,140
Birth rate - ages 30 to 34,2014-2018,Susquehanna,467,4990,93.6,85.1,102.1
Birth rate - ages 35 to 39,2014-2018,Susquehanna,168,5238,32.1,27.2,36.9
Birth rate - ages 40 to 44,2014-2018,Susquehanna,27,5175,5.2,3.2,7.2
Birth rate - ages 15 to 19,2014-2018,Tioga,140,7121,19.7,16.4,22.9
Birth rate - ages 20 to 24,2014-2018,Tioga,634,6935,91.4,84.3,98.5
Birth rate - ages 25 to 29,2014-2018,Tioga,701,5762,121.7,112.7,130.7
Birth rate - ages 30 to 34,2014-2018,Tioga,455,5548,82,74.5,89.5
Birth rate - ages 35 to 39,2014-2018,Tioga,171,5348,32,27.2,36.8
Birth rate - ages 40 to 44,2014-2018,Tioga,30,5392,5.6,3.6,7.6
Birth rate - ages 15 to 19,2014-2018,Union,90,9100,9.9,7.8,11.9
Birth rate - ages 20 to 24,2014-2018,Union,420,8370,50.2,45.4,55
Birth rate - ages 25 to 29,2014-2018,Union,627,5348,117.2,108.1,126.4
Birth rate - ages 30 to 34,2014-2018,Union,592,5400,109.6,100.8,118.5
Birth rate - ages 35 to 39,2014-2018,Union,244,5238,46.6,40.7,52.4
Birth rate - ages 40 to 44,2014-2018,Union,48,5336,9,6.5,11.5
Birth rate - ages 15 to 19,2014-2018,Venango,193,7074,27.3,23.4,31.1
Birth rate - ages 20 to 24,2014-2018,Venango,674,6341,106.3,98.3,114.3
Birth rate - ages 25 to 29,2014-2018,Venango,851,6701,127,118.5,135.5
Birth rate - ages 30 to 34,2014-2018,Venango,560,6939,80.7,74,87.4
Birth rate - ages 35 to 39,2014-2018,Venango,236,6962,33.9,29.6,38.2
Birth rate - ages 40 to 44,2014-2018,Venango,48,7068,6.8,4.9,8.7
Birth rate - ages 15 to 19,2014-2018,Warren,120,5343,22.5,18.4,26.5
Birth rate - ages 20 to 24,2014-2018,Warren,565,4894,115.4,105.9,125
Birth rate - ages 25 to 29,2014-2018,Warren,657,4844,135.6,125.3,146
Birth rate - ages 30 to 34,2014-2018,Warren,499,5178,96.4,87.9,104.8
Birth rate - ages 35 to 39,2014-2018,Warren,174,5014,34.7,29.5,39.9
Birth rate - ages 40 to 44,2014-2018,Warren,24,5403,4.4,2.7,6.2
Birth rate - ages 15 to 19,2014-2018,Washington,395,30992,12.7,11.5,14
Birth rate - ages 20 to 24,2014-2018,Washington,1848,30563,60.5,57.7,63.2
Birth rate - ages 25 to 29,2014-2018,Washington,3019,27776,108.7,104.8,112.6
Birth rate - ages 30 to 34,2014-2018,Washington,3148,28049,112.2,108.3,116.2
Birth rate - ages 35 to 39,2014-2018,Washington,1286,29352,43.8,41.4,46.2
Birth rate - ages 40 to 44,2014-2018,Washington,206,30150,6.8,5.9,7.8
Birth rate - ages 15 to 19,2014-2018,Wayne,89,6664,13.4,10.6,16.1
Birth rate - ages 20 to 24,2014-2018,Wayne,406,6004,67.6,61,74.2
Birth rate - ages 25 to 29,2014-2018,Wayne,607,5540,109.6,100.9,118.3
Birth rate - ages 30 to 34,2014-2018,Wayne,565,5787,97.6,89.6,105.7
Birth rate - ages 35 to 39,2014-2018,Wayne,277,5811,47.7,42.1,53.3
Birth rate - ages 40 to 44,2014-2018,Wayne,58,6267,9.3,6.9,11.6
Birth rate - ages 15 to 19,2014-2018,Westmoreland,587,48423,12.1,11.1,13.1
Birth rate - ages 20 to 24,2014-2018,Westmoreland,2759,47790,57.7,55.6,59.9
Birth rate - ages 25 to 29,2014-2018,Westmoreland,4757,44412,107.1,104.1,110.2
Birth rate - ages 30 to 34,2014-2018,Westmoreland,4697,45628,102.9,100,105.9
Birth rate - ages 35 to 39,2014-2018,Westmoreland,1999,46615,42.9,41,44.8
Birth rate - ages 40 to 44,2014-2018,Westmoreland,340,50245,6.8,6,7.5
Birth rate - ages 15 to 19,2014-2018,Wyoming,73,4107,17.8,13.7,21.9
Birth rate - ages 20 to 24,2014-2018,Wyoming,346,4078,84.8,75.9,93.8
Birth rate - ages 25 to 29,2014-2018,Wyoming,400,3661,109.3,98.6,120
Birth rate - ages 30 to 34,2014-2018,Wyoming,333,3628,91.8,81.9,101.6
Birth rate - ages 35 to 39,2014-2018,Wyoming,149,3636,41,34.4,47.6
Birth rate - ages 40 to 44,2014-2018,Wyoming,22,4008,5.5,3.2,7.8
Birth rate - ages 15 to 19,2014-2018,York,1291,67486,19.1,18.1,20.2
Birth rate - ages 20 to 24,2014-2018,York,5168,63391,81.5,79.3,83.7
Birth rate - ages 25 to 29,2014-2018,York,7829,66966,116.9,114.3,119.5
Birth rate - ages 30 to 34,2014-2018,York,6792,68611,99,96.6,101.3
Birth rate - ages 35 to 39,2014-2018,York,2751,67365,40.8,39.3,42.4
Birth rate - ages 40 to 44,2014-2018,York,532,68994,7.7,7.1,8.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Pennsylvania,662997,63986536,763.4,761.5,765.2
"All causes of death age-adjusted death rate per 100,000",2014-2018,Adams,5261,511336,716.9,697.6,736.3
"All causes of death age-adjusted death rate per 100,000",2014-2018,Allegheny,69096,6128579,781.2,775.4,787.1
"All causes of death age-adjusted death rate per 100,000",2014-2018,Armstrong,4225,332228,820,795.3,844.8
"All causes of death age-adjusted death rate per 100,000",2014-2018,Beaver,10880,836574,828.8,813.2,844.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Bedford,2931,242513,763.6,735.9,791.2
"All causes of death age-adjusted death rate per 100,000",2014-2018,Berks,19711,2081780,725.9,715.8,736.1
"All causes of death age-adjusted death rate per 100,000",2014-2018,Blair,7977,622147,840,821.5,858.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Bradford,3488,305521,781,755,806.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Bucks,30087,3136987,692.6,684.8,700.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Butler,9914,934604,754.9,740,769.8
"All causes of death age-adjusted death rate per 100,000",2014-2018,Cambria,9397,673659,864.1,846.6,881.6
"All causes of death age-adjusted death rate per 100,000",2014-2018,Cameron,315,23298,717.5,638.3,796.7
"All causes of death age-adjusted death rate per 100,000",2014-2018,Carbon,4051,320075,862.9,836.3,889.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Centre,4832,806251,572.1,555.9,588.2
"All causes of death age-adjusted death rate per 100,000",2014-2018,Chester,19817,2586374,629.6,620.8,638.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Clarion,2132,194069,797.4,763.6,831.3
"All causes of death age-adjusted death rate per 100,000",2014-2018,Clearfield,4744,401854,790.4,767.9,812.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Clinton,2045,196101,766.2,733,799.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Columbia,3574,331602,787.4,761.6,813.3
"All causes of death age-adjusted death rate per 100,000",2014-2018,Crawford,5048,431138,854.8,831.3,878.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Cumberland,11832,1240095,689.8,677.3,702.2
"All causes of death age-adjusted death rate per 100,000",2014-2018,Dauphin,12657,1370950,745.9,732.9,758.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Delaware,27281,2819703,749.4,740.5,758.3
"All causes of death age-adjusted death rate per 100,000",2014-2018,Elk,1943,152912,790.8,755.7,826
"All causes of death age-adjusted death rate per 100,000",2014-2018,Erie,14557,1379297,805.9,792.8,818.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Fayette,9024,662392,907.5,888.8,926.2
"All causes of death age-adjusted death rate per 100,000",2014-2018,Forest,429,36825,802.9,726.9,878.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Franklin,7916,769450,723.6,707.6,739.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Fulton,804,73014,812.7,756.5,868.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Greene,2188,185835,891.4,854,928.7
"All causes of death age-adjusted death rate per 100,000",2014-2018,Huntingdon,2392,227711,749.9,719.9,780
"All causes of death age-adjusted death rate per 100,000",2014-2018,Indiana,4628,430490,789.9,767.1,812.6
"All causes of death age-adjusted death rate per 100,000",2014-2018,Jefferson,2830,220586,833.8,803.1,864.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Juniata,1272,123614,701,662.5,739.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Lackawanna,13472,1057511,853.1,838.7,867.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Lancaster,25299,2694904,680.1,671.7,688.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Lawrence,6010,437400,865.2,843.3,887
"All causes of death age-adjusted death rate per 100,000",2014-2018,Lebanon,7405,693357,731.8,715.1,748.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Lehigh,17132,1816249,720.7,709.9,731.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Luzerne,20277,1588650,856.4,844.6,868.2
"All causes of death age-adjusted death rate per 100,000",2014-2018,Lycoming,6451,575309,789.1,769.8,808.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,McKean,2577,209147,856.8,823.7,889.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Mercer,7254,564464,803.8,785.3,822.3
"All causes of death age-adjusted death rate per 100,000",2014-2018,Mifflin,2794,232004,779,750.1,807.8
"All causes of death age-adjusted death rate per 100,000",2014-2018,Monroe,7306,836362,750.3,733.1,767.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Montgomery,37972,4112525,655.5,648.9,662.1
"All causes of death age-adjusted death rate per 100,000",2014-2018,Montour,1160,92053,770.7,726.4,815.1
"All causes of death age-adjusted death rate per 100,000",2014-2018,Northampton,15190,1511973,693.4,682.4,704.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Northumberland,5916,462843,817.2,796.4,838.1
"All causes of death age-adjusted death rate per 100,000",2014-2018,Perry,2326,229405,844,809.7,878.3
"All causes of death age-adjusted death rate per 100,000",2014-2018,Philadelphia,71118,7860612,861.6,855.2,867.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Pike,2489,279326,620.7,596.3,645.1
"All causes of death age-adjusted death rate per 100,000",2014-2018,Potter,1034,84608,758.2,712,804.4
"All causes of death age-adjusted death rate per 100,000",2014-2018,Schuylkill,9830,718596,911.5,893.4,929.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Snyder,1747,202576,638.9,609,668.9
"All causes of death age-adjusted death rate per 100,000",2014-2018,Somerset,4898,375254,800.6,778.2,823
"All causes of death age-adjusted death rate per 100,000",2014-2018,Sullivan,489,30964,843.1,768.4,917.8
"All causes of death age-adjusted death rate per 100,000",2014-2018,Susquehanna,2413,206022,776,745.1,807
"All causes of death age-adjusted death rate per 100,000",2014-2018,Tioga,2295,207174,748,717.4,778.6
"All causes of death age-adjusted death rate per 100,000",2014-2018,Union,1852,224773,588.8,561.9,615.6
"All causes of death age-adjusted death rate per 100,000",2014-2018,Venango,3207,262258,786.3,759.1,813.5
"All causes of death age-adjusted death rate per 100,000",2014-2018,Warren,2511,200281,772.8,742.6,803.1
"All causes of death age-adjusted death rate per 100,000",2014-2018,Washington,12798,1039073,828.4,814,842.7
"All causes of death age-adjusted death rate per 100,000",2014-2018,Wayne,3053,255790,794.9,766.7,823.1
"All causes of death age-adjusted death rate per 100,000",2014-2018,Westmoreland,22948,1775972,800,789.6,810.3
"All causes of death age-adjusted death rate per 100,000",2014-2018,Wyoming,1638,137820,875,832.6,917.3
"All causes of death age-adjusted death rate per 100,000",2014-2018,York,20858,2221717,743.4,733.3,753.5
"Accidents age-adjusted death rate per 100,000",2014-2018,Pennsylvania,40146,63986536,58,57.5,58.6
"Accidents age-adjusted death rate per 100,000",2014-2018,Adams,268,511336,46.9,41.3,52.5
"Accidents age-adjusted death rate per 100,000",2014-2018,Allegheny,4568,6128579,66.4,64.4,68.3
"Accidents age-adjusted death rate per 100,000",2014-2018,Armstrong,297,332228,85.9,76.2,95.7
"Accidents age-adjusted death rate per 100,000",2014-2018,Beaver,598,836574,67,61.6,72.3
"Accidents age-adjusted death rate per 100,000",2014-2018,Bedford,174,242513,66,56.2,75.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Berks,1019,2081780,45.1,42.3,47.9
"Accidents age-adjusted death rate per 100,000",2014-2018,Blair,422,622147,61.6,55.7,67.4
"Accidents age-adjusted death rate per 100,000",2014-2018,Bradford,192,305521,58,49.8,66.2
"Accidents age-adjusted death rate per 100,000",2014-2018,Bucks,1819,3136987,55.4,52.9,58
"Accidents age-adjusted death rate per 100,000",2014-2018,Butler,580,934604,60.1,55.2,65
"Accidents age-adjusted death rate per 100,000",2014-2018,Cambria,653,673659,91.6,84.6,98.6
"Accidents age-adjusted death rate per 100,000",2014-2018,Cameron,12,23298,44,19.1,68.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Carbon,262,320075,79.7,70.1,89.4
"Accidents age-adjusted death rate per 100,000",2014-2018,Centre,272,806251,33.8,29.8,37.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Chester,1200,2586374,44.9,42.3,47.4
"Accidents age-adjusted death rate per 100,000",2014-2018,Clarion,100,194069,49.7,40,59.5
"Accidents age-adjusted death rate per 100,000",2014-2018,Clearfield,234,401854,53.1,46.3,59.9
"Accidents age-adjusted death rate per 100,000",2014-2018,Clinton,107,196101,49.1,39.8,58.4
"Accidents age-adjusted death rate per 100,000",2014-2018,Columbia,191,331602,55.2,47.4,63.1
"Accidents age-adjusted death rate per 100,000",2014-2018,Crawford,279,431138,62.7,55.3,70
"Accidents age-adjusted death rate per 100,000",2014-2018,Cumberland,581,1240095,43.1,39.6,46.6
"Accidents age-adjusted death rate per 100,000",2014-2018,Dauphin,805,1370950,55.7,51.8,59.5
"Accidents age-adjusted death rate per 100,000",2014-2018,Delaware,1649,2819703,55.4,52.7,58
"Accidents age-adjusted death rate per 100,000",2014-2018,Elk,141,152912,83.1,69.4,96.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Erie,750,1379297,51.9,48.2,55.7
"Accidents age-adjusted death rate per 100,000",2014-2018,Fayette,569,662392,82.7,75.9,89.5
"Accidents age-adjusted death rate per 100,000",2014-2018,Forest,19,36825,36.7,20.2,53.2
"Accidents age-adjusted death rate per 100,000",2014-2018,Franklin,395,769450,47.4,42.7,52
"Accidents age-adjusted death rate per 100,000",2014-2018,Fulton,61,73014,84.1,63,105.2
"Accidents age-adjusted death rate per 100,000",2014-2018,Greene,145,185835,72.3,60.5,84.1
"Accidents age-adjusted death rate per 100,000",2014-2018,Huntingdon,148,227711,58.3,48.9,67.7
"Accidents age-adjusted death rate per 100,000",2014-2018,Indiana,369,430490,83.6,75.1,92.1
"Accidents age-adjusted death rate per 100,000",2014-2018,Jefferson,150,220586,60.2,50.5,69.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Juniata,79,123614,60.4,47.1,73.7
"Accidents age-adjusted death rate per 100,000",2014-2018,Lackawanna,690,1057511,62.3,57.6,66.9
"Accidents age-adjusted death rate per 100,000",2014-2018,Lancaster,1418,2694904,48.4,45.8,50.9
"Accidents age-adjusted death rate per 100,000",2014-2018,Lawrence,378,437400,87.1,78.3,95.9
"Accidents age-adjusted death rate per 100,000",2014-2018,Lebanon,348,693357,46.7,41.8,51.6
"Accidents age-adjusted death rate per 100,000",2014-2018,Lehigh,1052,1816249,51.7,48.6,54.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Luzerne,1037,1588650,62.5,58.7,66.3
"Accidents age-adjusted death rate per 100,000",2014-2018,Lycoming,282,575309,43.9,38.7,49
"Accidents age-adjusted death rate per 100,000",2014-2018,McKean,111,209147,47.9,39,56.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Mercer,371,564464,61,54.8,67.2
"Accidents age-adjusted death rate per 100,000",2014-2018,Mifflin,131,232004,51.8,43,60.7
"Accidents age-adjusted death rate per 100,000",2014-2018,Monroe,522,836362,61.6,56.3,66.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Montgomery,2014,4112525,43.1,41.3,45
"Accidents age-adjusted death rate per 100,000",2014-2018,Montour,68,92053,56,42.7,69.3
"Accidents age-adjusted death rate per 100,000",2014-2018,Northampton,856,1511973,50.2,46.9,53.6
"Accidents age-adjusted death rate per 100,000",2014-2018,Northumberland,290,462843,55.1,48.7,61.4
"Accidents age-adjusted death rate per 100,000",2014-2018,Perry,155,229405,70.6,59.5,81.7
"Accidents age-adjusted death rate per 100,000",2014-2018,Philadelphia,5588,7860612,70.2,68.4,72
"Accidents age-adjusted death rate per 100,000",2014-2018,Pike,170,279326,56.3,47.8,64.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Potter,55,84608,56.9,41.8,71.9
"Accidents age-adjusted death rate per 100,000",2014-2018,Schuylkill,470,718596,57.8,52.6,63
"Accidents age-adjusted death rate per 100,000",2014-2018,Snyder,103,202576,44.2,35.7,52.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Somerset,287,375254,70.1,62,78.2
"Accidents age-adjusted death rate per 100,000",2014-2018,Sullivan,23,30964,58.1,34.3,81.8
"Accidents age-adjusted death rate per 100,000",2014-2018,Susquehanna,149,206022,70.2,58.9,81.4
"Accidents age-adjusted death rate per 100,000",2014-2018,Tioga,114,207174,51.9,42.4,61.4
